SG_UF,SG_UE,NM_UE,n_candidates_2016,top1_share_2016,margin_2016,hhi_2016,enp_2016,winner_party_2016,winner_sq_2016,winner_name_2016,winner_elected_2016
GO,94935,NOVA AURORA,2,0.6709816612729234,0.34196332254584677,0.5584694569832974,1.7906082194749422,PT,90000016714,VILMAR DIAS CARNEIRO,1
GO,94951,NOVA ROMA,2,0.6147507210548002,0.22950144210960038,0.5263354559651932,1.8999290066184151,PSDB,90000003024,MIRIAN LEITE SÃO JOSÉ SAMPAIO,1
GO,94978,NOVA VENEZA,3,0.4884526558891455,0.00296931705707687,0.4749594016998657,2.1054431103395985,PSDB,90000008128,PATRICIA AMARAL FERNANDES,1
GO,95010,NOVO BRASIL,2,0.5160674514794782,0.03213490295895638,0.5005163259940908,1.9979368265637878,PMDB,90000002689,SEBASTIAO MARIA SABINO,1
GO,95036,ORIZONA,3,0.5530614395615976,0.1527031299399304,0.4683334517792153,2.1352307767061367,PSDB,90000021005,JOAQUIM AUGUSTO MARÇAL,1
GO,95052,OURO VERDE DE GOIÁS,2,0.6410835214446953,0.28216704288939054,0.5398091200464716,1.8525066784975974,DEM,90000004738,JAIME RICARDO FERREIRA,1
GO,95079,OUVIDOR,2,0.5706891452233067,0.14137829044661343,0.5099939105048035,1.9608077261357444,PMDB,90000010638,ONOFRE GALDINO PEREIRA JÚNIOR,1
GO,95095,PADRE BERNARDO,2,0.5346479655603389,0.06929593112067772,0.5024009630349409,1.9904420444561375,PSDB,90000003676,FRANCISCO DE MOURA TEIXEIRA FILHO,1
GO,95117,PALMEIRAS DE GOIÁS,2,0.6861428105640691,0.37228562112813823,0.5692982918493819,1.756548393552124,PSDB,90000001651,VANDO VITOR ALVES,1
GO,95133,PALMELO,2,0.592534174553102,0.18506834910620396,0.5171251469204479,1.9337678818273274,PSD,90000007316,ELADIR DE PAULA RIBEIRO,1
GO,95150,PALMINÓPOLIS,3,0.49044585987261147,0.03039953676896351,0.4546307848138275,2.199587079017323,PTB,90000004991,EURIPEDES CUSTODIO BORGES,1
GO,95176,PANAMÁ,3,0.48958794860434207,0.17102348249889238,0.3779851744653418,2.645606408808216,PR,90000005997,JOSE WILLIAN COELHO DE PAULA,1
GO,95230,PARAÚNA,2,0.5447563189498673,0.08951263789973463,0.5040062561718845,1.984102355386167,PRB,90000013038,PAULO JOSE MARTINS,1
GO,95311,PETROLINA DE GOIÁS,3,0.49593231369996743,0.05043931012040348,0.4478438694659478,2.2329210427564776,PC do B,90000025312,CLEMENTINO TIAGO DA SILVA,1
GO,95354,PILAR DE GOIÁS,2,0.5914205344585092,0.1828410689170183,0.516715428241359,1.9353012225771933,PMDB,90000002364,SÁVIO DE SOUSA SOARES BATISTA,1
GO,95397,PIRACANJUBA,4,0.49956279007197146,0.18019775341360056,0.3724607417851616,2.684846717555023,PMDB,90000017996,JOAO BARBOSA DE OLIVEIRA,1
GO,95419,PIRANHAS,3,0.519362776842378,0.14492941328843417,0.42121729750646336,2.374071544354504,PP,90000019821,ERIC DE MELO SILVEIRA,1
GO,95435,PIRENÓPOLIS,3,0.4785547960639976,0.1932697363479306,0.3661738718510349,2.7309430761537654,DEM,90000018361,JOÃO BATISTA CABRAL,1
GO,95451,PIRES DO RIO,2,0.6135385734197928,0.22707714683958552,0.5257820153084034,1.9019288809516215,PP,90000022935,CLEIDE APARECIDA VELOSO,1
GO,95494,PONTALINA,3,0.6427493713327745,0.31466890192791286,0.5216144469449829,1.9171248148068925,PMDB,90000011683,MILTON RICARDO DE PAIVA,1
GO,95559,PORANGATU,3,0.4259492607526882,0.06535618279569894,0.35702431376979094,2.8009296886284316,PSDB,90000012586,PEDRO JOAO FERNANDES,1
GO,95575,PORTELÂNDIA,3,0.5404320987654321,0.2774691358024691,0.39986987501905197,2.5008135457875005,PMDB,90000003752,MANOEL RODRIGUES DE RESENDE,1
GO,95613,POSSE,3,0.570144180691848,0.23534893920289457,0.4461887539557452,2.24120395490556,PSDB,90000004505,WILTON BARBOSA DE ANDRADE,1
GO,95630,QUIRINÓPOLIS,2,0.5805339911485163,0.16106798229703262,0.5129714474606186,1.9494262399015319,PMDB,90000001715,GILMAR ALVES DA SILVA,1
GO,95656,RIALMA,2,0.6264842928002405,0.252968585600481,0.5319965526503541,1.8797114286137742,PTB,90000010827,FREDERICO GONÇALVES VIDIGAL,1
GO,95672,RIANÁPOLIS,2,0.5611146295123496,0.12222925902469917,0.5074699958808635,1.9705598520444656,PSDB,90000008296,JOSÉ CARLOS LOPES,1
GO,95710,RIO VERDE,4,0.49334499074264554,0.21574778852088045,0.36313861684811005,2.753769369613119,PMDB,90000004503,PAULO FARIA DO VALE,1
GO,95737,RUBIATABA,3,0.5747061207944872,0.3022294284556141,0.42788376574841414,2.337083292353693,PSDB,90000004711,JOSE LUIZ FERNANDES,1
GO,95753,SANCLERLÂNDIA,2,0.6240852688514158,0.24817053770283165,0.5307943078918562,1.8839689595988274,PSDB,90000018468,ITAMAR LEÃO DO AMARAL,1
GO,95770,SANTA BÁRBARA DE GOIÁS,4,0.5033952014486193,0.06858306926210955,0.4456974748964122,2.2436743673102866,PP,90000006078,WAGNER VAZ DA SILVA,1
GO,95796,SANTA CRUZ DE GOIÁS,2,0.5549060542797495,0.10981210855949897,0.5060293495931416,1.9761699609005314,PRTB,90000025250,MATEUS FELIX LOPES,1
GO,95818,SANTA HELENA DE GOIÁS,3,0.5607088826453426,0.14022044521288096,0.49155851786403826,2.0343457872427577,PRP,90000024017,JOAO ALBERTO VIEIRA RODRIGUES,1
GO,95834,SANTA RITA DO ARAGUAIA,2,0.5471328671328671,0.09426573426573426,0.504443014328329,1.9823844747488675,PSD,90000001763,TANIA MARIA TOLEDO SALGUEIRO,1
GO,95850,SANTA ROSA DE GOIÁS,3,0.554726368159204,0.14925373134328357,0.47371352194252614,2.1109804843639783,PSDB,90000020457,LEILA SILVA CESAR,1
GO,95877,SANTA TEREZA DE GOIÁS,2,0.5236499068901304,0.04729981378026071,0.5011186361918236,1.9955354436613073,PMDB,90000005652,EDSON PALMEIRAS DOS SANTOS,1
GO,95893,SANTA TEREZINHA DE GOIÁS,2,0.5045126353790613,0.009025270758122705,0.5000407277561287,1.9998371022444053,DEM,90000004792,MARCOS FERREIRA CABRAL,1
GO,95915,SÃO DOMINGOS,2,0.5691432634198365,0.1382865268396729,0.5095615817526898,1.962471339696365,PSDB,90000005765,CLEITON GONÇALVES MARTINS,1
GO,95931,SÃO FRANCISCO DE GOIÁS,2,0.6356885688568857,0.2713771377137714,0.5368227754368597,1.8628121714586576,PSDB,90000023464,WILMAR FERREIRA DA SILVA,1
GO,95958,PLANALTINA,12,0.21067645672611812,0.014486642026145413,0.15639479314879018,6.394074763401007,PTC,90000630121,ELES REIS DE FREITAS,1
GO,95974,SÃO JOÃO D ALIANÇA,3,0.5148038490007402,0.2638786084381939,0.38286933877419527,2.6118570977807383,PR,90000005349,DÉBORA DOMINGUES CARVALHÊDO BARROS,1
GO,95990,SÃO LUÍS DE MONTES BELOS,2,0.5049906953138217,0.00998139062764336,0.5000498140794308,1.999800763531839,PDT,90000019345,ELDECIRIO DA SILVA,1
GO,96016,SÃO MIGUEL DO ARAGUAIA,4,0.4224413078941769,0.15057805518121853,0.3135070347813178,3.1897210877501845,PSDB,90000003523,NELIO PONTES DA CUNHA,1
GO,96059,SÃO SIMÃO,3,0.5253057065217391,0.07795516304347827,0.4768162747186614,2.0972438505586575,PTB,90000014461,WILBER FLORIANO FERREIRA,1
GO,96075,SERRANÓPOLIS,4,0.3986988847583643,0.07702137546468402,0.3238589275904838,3.087764192390859,MDB,90000630123,TARCIO DUTRA,1
GO,96091,SILVÂNIA,3,0.7765633646928611,0.6199501936912009,0.6320437200960786,1.5821690307246268,PSDB,90000009109,JOSE DA SILVA FALEIRO,1
GO,96113,SÍTIO D ABADIA,2,0.5151515151515151,0.030303030303030276,0.5004591368227732,1.9981651376146787,PROS,90000020825,WEBER REIS LACERDA,1
GO,96172,TAQUARAL DE GOIÁS,3,0.5546134663341646,0.12319201995012474,0.4939155851020827,2.0246374687555555,PMDB,90000004679,HELIO GONTIJO DE OLIVEIRA,1
GO,96237,TRÊS RANCHOS,3,0.5403552508569648,0.22031785602991588,0.41389794459548707,2.416054520341543,PSDB,90000009561,HUGO DELEON DE CARVALHO COSTA,1
GO,96253,TRINDADE,4,0.5133757343302423,0.15715880953536926,0.4039983117054907,2.4752578687234377,PSDB,90000014727,JÂNIO CARLOS ALVES FREIRE,1
GO,96318,TURVÂNIA,3,0.5255583126550869,0.055334987593052165,0.4973393100136077,2.010699697099429,PMDB,90000011001,FAUSTO MARIANO GONÇALVES,1
GO,96334,URUAÇU,4,0.3939393939393939,0.02551113545089445,0.3268496960726173,3.0595102642464336,PSDB,90000008816,VALMIR PEDRO TEREZA,1
GO,96350,URUANA,4,0.36182108626198084,0.0019397535371976082,0.31304907258251835,3.194387358347482,PMDB,90000019103,CASSIO GUSMAO DE OLIVEIRA,1
GO,96377,URUTAÍ,2,0.6152506963788301,0.23050139275766018,0.5265654460316106,1.8990991671336679,PR,90000005456,AILTON MARTINS DE OLIVEIRA,1
GO,96393,VARJÃO,4,0.3897386870618228,0.1590184831102613,0.2773553159709655,3.6054834445815467,PPS,90000010458,VALDIVINO MARTINS DA SILVA,1
GO,96415,VIANÓPOLIS,1,1.0,1.0,1.0,1.0,PP,90000018219,ISSY QUINAN JUNIOR,1
GO,96458,ACREÚNA,4,0.44892703862660943,0.10815450643776825,0.3399787759692579,2.9413600809317098,PSDB,90000019265,EDMAR OLIVEIRA ALVES NETO,1
GO,96474,MINAÇU,3,0.4157132360659179,0.09200167943738846,0.34550610519759495,2.8943048616408675,DEM,90000019090,AGENOR FERREIRA NICK BARBOSA,1
GO,96512,MUNDO NOVO,3,0.48901601830663616,0.12837528604118992,0.39180149657797864,2.5523128643817574,PR,90000014961,HELCIO ALVES DE OLIVEIRA,1
GO,96539,NOVA CRIXÁS,3,0.6505976618941285,0.3295678444765533,0.5271424612634762,1.8970203948343678,DEM,90000014294,AILTON JOSE BARRETOS,1
GO,96555,NOVA GLÓRIA,2,0.6523492286115007,0.3046984572230014,0.5464205749170385,1.8300921412994506,PP,90000009769,CARLOS LUIZ DE OLIVEIRA,1
GO,96571,VICENTINÓPOLIS,1,1.0,1.0,1.0,1.0,PSDB,90000017164,NEILTON FERREIRA DE OZEDA,1
GO,96610,AMERICANO DO BRASIL,2,0.5345240688303202,0.06904813766064039,0.5023838226572015,1.9905099545419556,PTB,90000010095,MARIA SUELI DA SILVA ROSA QUEIROZ,1
GO,96695,ARAGUAPAZ,2,0.5090013265112754,0.01800265302255072,0.5001620477579252,1.9993520189760436,PMDB,90000014882,MARCIA BERNARDINO DE SOUZA REZENDE,1
GO,96717,ARENÓPOLIS,1,1.0,1.0,1.0,1.0,PMDB,90000009069,FLÁVIO JÚNIOR VILELA,1
GO,96733,CACHOEIRA DOURADA,2,0.688575361321404,0.37715072264280797,0.5711213337949961,1.7509414214229824,PRB,90000007550,NATALIA CAMARDELLI CAJAZEIRA PRATES,1
GO,96750,DOVERLÂNDIA,3,0.39406858202038925,0.08118628359592217,0.33906316647498247,2.949302958491023,PMDB,90000007782,ZILDA DE REZENDE ARAUJO MACHADO,1
GO,96776,SANTO ANTÔNIO DO DESCOBERTO,3,0.8603923456492959,0.7887431299394231,0.7500269479462369,1.3332854275946382,PMDB,90000022521,ADOLPHO ROBERTO SOUZA VON LOHRMANN,1
GO,96814,INDIARA,3,0.6138464846269619,0.2652117824123844,0.49976132361794556,2.000955161477189,PDT,90000002630,DIVINO MARQUES DE SOUSA,1
GO,96873,CAMPINAÇU,2,0.5726215329555622,0.14524306591112435,0.5105477740976316,1.9586805598505475,PP,90000008975,MILSON ALVES MAGALHAES,1
GO,96890,SANTA ISABEL,2,0.527831715210356,0.05566343042071198,0.5015492087431007,1.9938223061023939,PSDB,90000001682,CASSIA SILVIA CAIXETA DOURADO,1
GO,96911,ADELÂNDIA,2,0.5340823970037453,0.06816479400749059,0.5023232195710418,1.990750100809492,PP,90000009658,JOAQUIM DOS REIS PEREIRA,1
GO,96938,ÁGUA FRIA DE GOIÁS,3,0.6073324905183313,0.2394437420986094,0.5048088722527934,1.9809477506552808,PTC,90000025267,JOSÉ EDUARDO OLIVEIRA NETO,1
MA,07005,ÁGUA DOCE DO MARANHÃO,3,0.4761408385452861,0.05883715543201301,0.41220653203508456,2.4259683490772193,PMDB,100000023200,THALITA E SILVA CARVALHO DIAS,1
MA,07013,AFONSO CUNHA,3,0.43282397301051795,0.14229013693193093,0.3482774033111289,2.8712744223220925,PTB,100000010811,ARQUIMEDES AMERICO BACELAR,1
MA,07021,ALTO ALEGRE DO MARANHÃO,1,1.0,1.0,1.0,1.0,PDT,100000007166,EMMANUEL DA CUNHA SANTOS AROSO NETO,1
MA,07030,ALCÂNTARA,4,0.6370503328098123,0.46922444095430405,0.45988499026037843,2.174456703694153,PC do B,100000021093,ANDERSON WILKER DE ABREU ARAUJO,1
MA,07048,ALTO ALEGRE DO PINDARÉ,5,0.5397638064031675,0.1129769950167247,0.4740106793970607,2.1096571099874692,PMDB,100000004425,FRANCISCO DANTAS RIBEIRO FILHO,1
MA,07056,ALDEIAS ALTAS,4,0.4604633497911128,0.13080136726167868,0.35752730866767574,2.796989141127419,PP,100000011993,JOSÉ REIS NETO,1
MA,07064,APICUM-AÇU,2,0.513317191283293,0.026634382566585957,0.5003546951673516,1.9985822250864138,PV,100000007055,CLAUDIO LUIZ LIMA CUNHA,1
MA,07072,ALTAMIRA DO MARANHÃO,2,0.646218487394958,0.292436974789916,0.542759692112139,1.8424360071922787,PDT,100000008774,RICARDO ALMEIDA MIRANDA,1
MA,07080,AMAPÁ DO MARANHÃO,2,0.5769980506822612,0.1539961013645224,0.511857399617736,1.9536691288370889,PSDB,100000008751,TATIANE MAIA DE OLIVEIRA,1
MA,07099,ALTO PARNAÍBA,3,0.49870248816974505,0.05327430926576093,0.45023181663004086,2.221078038164744,PSDB,100000011837,RUBENS SUSSUMU OGASAWARA,1
MA,07102,ARAGUANÃ,3,0.5486903962390867,0.15480188045668236,0.459506495134907,2.176247801908456,PR,100000003871,VALMIR BELO AMORIM,1
MA,07110,AMARANTE DO MARANHÃO,4,0.4982156320683589,0.09062578537320937,0.42214911775133096,2.368831197200452,PDT,100000005882,JOICE OLIVEIRA MARINHO,1
MA,07129,BACABEIRA,2,0.5216251638269986,0.043250327653997334,0.500935295421089,1.9962658034694767,PMN,100000013020,CARLA FERNANDA DO REGO GONÇALO,1
MA,07137,ANAJATUBA,4,0.39615683229813664,0.10507246376811596,0.31954358716549,3.1294635228655214,PC do B,100000014246,SYDNEI COSTA PEREIRA,1
MA,07145,BACURITUBA,1,1.0,1.0,1.0,1.0,PDT,100000006118,JOSE SISTO RIBEIRO SILVA,1
MA,07153,ANAPURUS,2,0.5843573239711333,0.16871464794226648,0.5142323162151414,1.9446463562621101,PSDB,100000002294,VANDERLY DE SOUSA DO NASCIMENTO MONTELES,1
MA,07161,BELÁGUA,4,0.4741532976827095,0.1909288968112498,0.34788457156311015,2.8745166694424356,PTN,100000002002,HERLON COSTA LIMA,1
MA,07170,ARAIOSES,4,0.346240082787168,0.03522766471196964,0.2794679001906309,3.5782284810451546,PSDC,100000005172,CRISTINO GONÇALVES DE ARAUJO,1
MA,07188,BELA VISTA DO MARANHÃO,7,0.25889299943084804,0.04410927717700627,0.2085990232905276,4.793886300259631,PSDB,100000631531,JOSE AUGUSTO SOUSA VELOSO FILHO,1
MA,07196,ARARI,2,0.5489048557190868,0.09780971143817357,0.5047833698258093,1.9810478311618707,PTB,100000015252,DJALMA DE MELO MACHADO,1
MA,07200,BERNARDO DO MEARIM,2,0.5414364640883977,0.08287292817679554,0.5034339611122981,1.986357848784333,PDT,100000002253,EUDINA COSTA PINHEIRO,1
MA,07218,AXIXÁ,3,0.4922273500121448,0.000850133592421698,0.4840081431582609,2.0660809412725523,PDT,100000009129,MARIA SONIA OLIVEIRA CAMPOS,1
MA,07226,CACHOEIRA GRANDE,4,0.5038117335101093,0.08899569108385808,0.4324931344192653,2.312175432201393,PMDB,100000004423,ANTONIO ATAIDE MATOS DE PINHO,1
MA,07234,BACABAL,12,0.32437950527090653,0.03525048959013316,0.257755714036471,3.8796424115684416,PSC,100000615480,EDVAN BRANDAO DE FARIAS,1
MA,07242,DAVINÓPOLIS,3,0.49372654155495976,0.08010723860589808,0.42343161813856206,2.361656421398281,PRB,100000020966,IVANILDO PAIVA BARBOSA,1
MA,07250,BACURI,6,0.4782147676884519,0.20512820512820512,0.3214987722156454,3.11043178519279,PDT,100000014667,WASHINGTON LUIS DE OLIVEIRA,1
MA,07269,BOM JESUS DAS SELVAS,2,0.5080432489451476,0.016086497890295315,0.5001293877071872,1.9994825830660328,PC do B,100000002921,LUIS FERNANDO LOPES COELHO,1
MA,07277,BALSAS,4,0.5383638960038081,0.14774350023800353,0.44645978998669006,2.2398433687159423,PDT,100000015850,ERIK AUGUSTO COSTA E SILVA,1
MA,07285,BOM LUGAR,2,0.6496998499249624,0.2993996998499249,0.5448200901351126,1.835468291472154,PV,100000006439,LUCIENE ALVES DUARTE,1
MA,07293,BARÃO DE GRAJAÚ,2,0.5410720819612148,0.08214416392242957,0.5033738318332576,1.9865951242599549,PC do B,100000005049,GLEYDSON RESENDE DA SILVA,1
MA,07307,BREJO DE AREIA,2,0.5921052631578947,0.18421052631578944,0.51696675900277,1.9343603482920297,PSDB,100000019603,FRANCISCO ALVES DA SILVA,1
MA,07315,BARRA DO CORDA,3,0.5173467969799435,0.03937190235768212,0.49612959480403357,2.0156023959727505,PC do B,100000003473,WELLRYK OLIVEIRA COSTA DA SILVA,1
MA,07323,BOA VISTA DO GURUPI,2,0.5492957746478874,0.09859154929577468,0.5048601467962706,1.9807465618860511,PSDB,100000011274,ANTÔNIO BATISTA DE OLIVEIRA,1
MA,07331,BARREIRINHAS,6,0.5393326417704011,0.10059359151682801,0.4835611122908173,2.067990941750073,PMDB,100000013459,ALBÉRICO DE FRANÇA FERREIRA FILHO,1
MA,07340,BURITICUPU,2,0.5710945399393327,0.14218907987866536,0.5101088672183708,1.9603658439678002,PRB,100000007117,JOSÉ GOMES  RODRIGUES,1
MA,07358,BENEDITO LEITE,3,0.5007496251874063,0.20029985007496254,0.38054193293158517,2.627831293903115,PMDB,100000011480,RAMON CARVALHO DE BARROS,1
MA,07366,BURITIRANA,2,0.6433898305084745,0.28677966101694913,0.5411212869864981,1.84801452844148,PSDB,100000001688,VAGTONIO BRANDAO DOS SANTOS,1
MA,07374,BEQUIMÃO,3,0.5100224328822636,0.024097257399232963,0.4962625800893181,2.0150622676809893,PMDB,100000004479,ANTONIO JOSE MARTINS,1
MA,07382,CAMPESTRE DO MARANHÃO,2,0.7020255863539445,0.4040511727078891,0.5816286750833102,1.7193100045433007,PT,100000002792,VALMIR DE MORAIS LIMA,1
MA,07390,BREJO,5,0.5405316884109395,0.19215022654075004,0.42253752536300254,2.3666537052322125,PMDB,100000001578,JOSÉ FARIAS DE CASTRO,1
MA,07404,CAPINZAL DO NORTE,2,0.6932605810352456,0.3865211620704911,0.5746993043641615,1.7400403870444643,PC do B,100000012035,ANDRE PEREIRA DA SILVA,1
MA,07412,BURITI,4,0.5557768924302788,0.14030544488711816,0.4819556391521122,2.074879758143852,PC do B,100000011750,LOURINALDO BATISTA DA SILVA,1
MA,07420,CENTRAL DO MARANHÃO,2,0.5921531100478469,0.18430622009569375,0.5169843913829811,1.9342943745843224,PSB,100000008180,EPITACIO AZEVEDO FLOR,1
MA,07439,BURITI BRAVO,2,0.5356095359855606,0.07121907197112126,0.5025360781062138,1.9899068814491054,PTB,100000004407,CID PEREIRA DA COSTA,1
MA,07447,CENTRO DO GUILHERME,2,0.6428836174944403,0.2857672349888807,0.5408314562965951,1.8490048763946048,PR,100000010375,JOSÉ SOARES DE LIMA,1
MA,07455,CAJAPIÓ,3,0.4497997329773031,0.0847797062750334,0.36985114108531003,2.703790495455953,PP,100000002153,MARCONE PINHEIRO MARQUES,1
MA,07463,CENTRO NOVO DO MARANHÃO,3,0.47955137645859297,0.035799252294097694,0.4327678233805054,2.310707834488802,PC do B,100000001765,MARIA TEIXEIRA SILVA DA SILVA,1
MA,07471,CAJARI,5,0.41482982856177686,0.03859471328435099,0.3361866109277031,2.9745384482758297,PSDB,100000021131,CAMYLA JANSEN PEREIRA SANTOS,1
MA,07480,CIDELÂNDIA,3,0.4141022534528713,0.10164768597043855,0.3438797052323876,2.9079936523855583,PMDB,100000007504,FERNANDO AUGUSTO COELHO TEIXEIRA,1
MA,07498,CÂNDIDO MENDES,3,0.3910277870773351,0.08110143957147636,0.33838550076780655,2.955209362490328,PP,100000009018,JOSE RIBAMAR LEITE DE ARAUJO,1
MA,07501,CONCEIÇÃO DO LAGO-AÇU,4,0.34759750580755594,0.009047560826506928,0.32344393893205126,3.0917258901242817,PDT,100000014620,DIVINO ALEXANDRE DE LIMA,1
MA,07510,CANTANHEDE,4,0.5700943964651537,0.19431612773649332,0.4683172639002268,2.135304583204616,PSD,100000013781,MARCO ANTONIO RODRIGUES DE SOUSA,1
MA,07528,FEIRA NOVA DO MARANHÃO,2,0.5966352072219943,0.19327041444398851,0.5186767265496756,1.9279831710440671,PC do B,100000004443,TIAGO RIBEIRO DANTAS,1
MA,07536,CAROLINA,3,0.5702717021115568,0.2975100280027245,0.4242472660726349,2.357115955648353,SD,100000004995,ERIVELTON TEIXEIRA NEVES,1
MA,07544,FERNANDO FALCÃO,2,0.5856128154752909,0.1712256309505818,0.5146591083472123,1.9430337164563594,PDT,100000002175,ADAILTON FERREIRA CAVALCANTE,1
MA,07552,CARUTAPERA,4,0.3890061771835171,0.0373758698881852,0.3168365590686651,3.1562014274472636,PR,100000016321,ANDRE SANTOS DOURADO,1
MA,07560,FORMOSA DA SERRA NEGRA,2,0.5191611058150619,0.03832221163012389,0.5007342959521119,1.9970671233903972,PDT,100000001529,JANES CLEI DA SILVA REIS,1
MA,07579,CAXIAS,2,0.507856865033061,0.01571373006612209,0.5001234606562954,1.9995062792849854,PRB,100000005101,FABIO JOSE GENTIL PEREIRA ROSA,1
MA,07595,CEDRAL,3,0.44017216642754664,0.029555236728837864,0.384621692887534,2.5999573567796834,DEM,100000001974,JADSON PASSINHO GONÇALVES,1
MA,07609,GOVERNADOR EDISON LOBÃO,3,0.43692070030895985,0.05226570545829046,0.3706943959798099,2.697639918070047,PC do B,100000004080,GERALDO EVANDRO BRAGA DE SOUSA,1
MA,07617,CHAPADINHA,3,0.47413023008764094,0.08698906299041503,0.3939233835834005,2.538564709978133,PV,100000014049,MAGNO AUGUSTO BACELAR NUNES,1
MA,07625,GOVERNADOR LUIZ ROCHA,2,0.5691056910569106,0.1382113821138211,0.5095511930729063,1.9625113503696978,PP,100000023182,JOSÉ DE RIBAMAR SILVA SANTOS,1
MA,07633,CODÓ,5,0.4377965492451474,0.07225017972681524,0.3429061470705434,2.9162498501208782,PDT,100000013545,FRANCISCO NAGIB BUZAR DE OLIVEIRA,1
MA,07641,GOVERNADOR NEWTON BELLO,3,0.6115902035184546,0.24197999310106932,0.5110077091207124,1.9569176396980263,PC do B,100000004224,ROBERTO SILVA ARAUJO,1
MA,07650,COELHO NETO,3,0.35147527910685805,0.027192982456140324,0.3338270294229121,2.9955633063287395,PT,100000018338,AMÉRICO DE SOUSA DOS SANTOS,1
MA,07668,GOVERNADOR NUNES FREIRE,4,0.5792638748007535,0.2175047094623967,0.4688983350992921,2.1326584573780667,PT,100000016254,INDALECIO WANDERLEI VIEIRA FONSECA,1
MA,07676,COLINAS,3,0.5018704469383737,0.016046465839732238,0.4880503132219922,2.048969077385152,PDT,100000021687,VALMIRA MIRANDA DA SILVA BARROSO,1
MA,07684,IGARAPÉ DO MEIO,2,0.5420215150156881,0.08404303003137609,0.5035316154484275,1.9859726168523406,PC do B,100000014420,JOSÉ ALMEIDA DE SOUSA,1
MA,07692,COROATÁ,3,0.5282155566853076,0.06056176919166245,0.4977288015990328,2.009126248646534,PT,100000005997,LUIS MENDES FERREIRA FILHO,1
MA,07706,ITAIPAVA DO GRAJAÚ,3,0.5436917034855179,0.15488463426607751,0.4513280212003319,2.2156833899664474,PSDB,100000010458,JOAO GONCALVES DE LIMA FILHO,1
MA,07714,CURURUPU,2,0.6223229461756374,0.24464589235127482,0.5299258063221759,1.8870566182467359,PC do B,100000006499,ROSÁRIA DE FATIMA CHAVES,1
MA,07722,ITINGA DO MARANHÃO,2,0.6017176596886742,0.20343531937734838,0.5206929645850819,1.9205175948495052,PSDB,100000010351,LÚCIO FLÁVIO ARAÚJO OLIVEIRA,1
MA,07730,DOM PEDRO,2,0.570277401411966,0.14055480282393207,0.5098778262984373,1.9612541444677154,PSC,100000018630,ALEXANDRE CARVALHO COSTA,1
MA,07749,JATOBÁ,2,0.5174277726001864,0.03485554520037276,0.5006074545156076,1.9975731303634086,PMDB,100000008546,FRANCISCA CONSUELO LIMA DA SILVA,1
MA,07757,DUQUE BACELAR,3,0.5560109289617486,0.11393442622950822,0.5045834453104004,1.981832755897963,PC do B,100000006352,JORGE LUIZ BRITO DE OLIVEIRA,1
MA,07765,JENIPAPO DOS VIEIRAS,3,0.5089295496877396,0.018954749643913638,0.49908579167286343,2.00366353177105,PTB,100000002977,MOISES JORGE SILVA DE OLIVEIRA,1
MA,07773,ESPERANTINÓPOLIS,2,0.5541690300623936,0.10833806012478725,0.505868567635801,1.97679805383747,PC do B,100000004812,ALUISIO CARNEIRO FILHO,1
MA,07781,JUNCO DO MARANHÃO,2,0.5577999513263567,0.11559990265271353,0.5066816687466584,1.9736257727137183,PC do B,100000002855,ANTONIO RODRIGUES DO NASCIMENTO FILHO,1
MA,07790,FORTALEZA DOS NOGUEIRAS,2,0.5350844277673545,0.07016885553470914,0.5024618341435254,1.9902009108901904,PDT,100000015274,ALEANDRO GONÇALVES PASSARINHO,1
MA,07803,LAGO DOS RODRIGUES,3,0.5854027861901878,0.1748940036341612,0.5112305979049828,1.95606445329757,PP,100000001690,EDIJACIR PEREIRA LEITE,1
MA,07811,FORTUNA,3,0.5323218292552623,0.09701891227695264,0.4739033164879344,2.1101350533077774,PDT,100000006843,ARLINDO BARBOSA DOS SANTOS FILHO,1
MA,07820,LAGOA DO MATO,5,0.6141504893309803,0.23375581581902777,0.5218911241561163,1.9161084634596397,PSDB,100000005699,ALEXSANDRE GUIMARAES DUARTE,1
MA,07838,GODOFREDO VIANA,6,0.2919188861985472,0.010441888619854733,0.25503164225328173,3.921082071090071,PSDB,100000008962,SHIRLEY VIANA MOTA,1
MA,07846,LAGOA GRANDE DO MARANHÃO,3,0.4770548939878013,0.03223932616903863,0.4315464859899602,2.3172474634013467,PC do B,100000005061,FRANCISCO SILVA FREITAS,1
MA,07854,GONÇALVES DIAS,2,0.5063265512703715,0.012653102540743033,0.5000800505019533,1.9996798492486436,PSDB,100000005391,ANTONIO SOARES DE SENA,1
MA,07862,LAJEADO NOVO,2,0.5083745717548535,0.01674914350970691,0.5001402669041544,1.9994390897376746,PRB,100000019911,RAIMUNDINHO GOMES BARROS,1
MA,07870,GOVERNADOR ARCHER,2,0.5643146796431467,0.12862935928629354,0.5082727560352012,1.9674475724422726,PSB,100000005037,MARIA DE JESUS MONTEIRO DOS SANTOS,1
MA,07889,MARACAÇUMÉ,2,0.5506628787878788,0.10132575757575757,0.5051334545741506,1.979674858088826,PRB,100000005441,FRANCISCO GONÇALVES DE SOUZA LIMA,1
MA,07897,GOVERNADOR EUGÊNIO BARROS,2,0.5250705448230953,0.05014108964619063,0.5012570644354537,1.9949843522430173,PSDB,100000007574,MARIA DA LUZ BANDEIRA BEZERRA FIGUEIREDO,1
