key,id_municipio,id_municipio_tse
PI|BARRAS,2201200,10235
PI|CAMPO LARGO DO PIAUI,2202174,10740
PI|PORTO,2208502,11690
PI|BOA HORA,2201770,10669
PI|NOSSA SENHORA DOS REMEDIOS,2206803,11355
PI|PIRIPIRI,2208403,11673
PI|BRASILEIRA,2201960,10006
PI|JOCA MARQUES,2205458,12408
PI|LUZILANDIA,2205805,11150
PI|BATALHA,2201507,10294
PI|ESPERANTINA,2203701,10731
PI|JOAQUIM PIRES,2205409,11070
PI|MATIAS OLIMPIO,2206100,11215
PI|SAO JOAO DO ARRAIAL,2209971,10987
PI|MORRO DO CHAPEU DO PIAUI,2206670,12459
PI|MADEIRO,2205854,12440
PI|MURICI DOS PORTELAS,2206696,12475
PI|CAJUEIRO DA PRAIA,2202083,12572
PI|PARNAIBA,2207702,11533
PI|LUIS CORREIA,2205706,11134
PI|COCAL DOS ALVES,2202729,12696
PI|BURITI DOS LOPES,2202000,10391
PI|ILHA GRANDE,2204659,10820
PI|CARAUBAS DO PIAUI,2202539,12670
PI|BOM PRINCIPIO DO PIAUI,2201919,10065
PI|CAXINGO,2202653,12688
PI|COCAL,2202703,10537
PI|SAO JOAO DA FRONTEIRA,2209872,12009
PI|SAO JOSE DO DIVINO,2210052,10529
PI|PIRACURUCA,2208304,11657
PI|PAU D ARCO DO PIAUI,2207793,12718
PI|DEMERVAL LOBAO,2203305,10650
PI|NAZARIA,2206720,12726
PI|COIVARAS,2202737,10189
PI|LAGOA ALEGRE,2205557,10324
PI|MONSENHOR GIL,2206407,11274
PI|CURRALINHOS,2203255,12580
PI|BENEDITINOS,2201606,10316
PI|TERESINA,2211001,12190
PI|JOSE DE FREITAS,2205508,11096
PI|UNIAO,2211100,12211
PI|ALTOS,2200400,10073
PI|LAGOA DO PIAUI,2205581,12424
PI|MIGUEL LEAO,2206308,11258
PI|NOVO SANTO ANTONIO,2206951,10901
PI|ALTO LONGA,2200301,10057
PI|BURITI DOS MONTES,2202026,10103
PI|CAMPO MAIOR,2202208,10430
PI|NOSSA SENHORA DE NAZARE,2206753,10928
PI|ASSUNCAO DO PIAUI,2201051,12106
PI|SIGEFREDO PACHECO,2210656,10545
PI|CASTELO DO PIAUI,2202604,10510
PI|SAO MIGUEL DO TAPUIO,2210409,12076
PI|JATOBA DO PIAUI,2205276,12394
PI|BOQUEIRAO DO PIAUI,2201945,12149
PI|JUAZEIRO DO PIAUI,2205516,12416
PI|SAO JOAO DA SERRA,2209906,11975
PI|COCAL DE TELHA,2202711,12360
PI|LAGOA DE SAO FRANCISCO,2205573,10863
PI|MILTON BRANDAO,2206357,12246
PI|CAPITAO DE CAMPOS,2202406,10472
PI|PEDRO II,2207900,11576
PI|DOMINGOS MOURAO,2203420,11410
PI|JARDIM DO MULATO,2205250,10308
PI|OLHO D AGUA DO PIAUI,2207108,12483
PI|ANGICAL DO PIAUI,2200608,10111
PI|AMARANTE,2200509,10090
PI|SANTO ANTONIO DOS MILAGRES,2209450,12653
PI|SAO PEDRO DO PIAUI,2210508,12092
PI|PALMEIRAIS,2207504,11495
PI|LAGOINHA DO PIAUI,2205540,12432
PI|BARRO DURO,2201408,10278
PI|PASSAGEM FRANCA DO PIAUI,2207751,10405
PI|AGRICOLANDIA,2200103,10014
PI|HUGO NAPOLEAO,2204600,10910
PI|AGUA BRANCA,2200202,10030
PI|REGENERACAO,2208809,11754
PI|SAO GONCALO DO PIAUI,2209807,11959
PI|ARRAIAL,2201002,10197
PI|FRANCISCO AYRES,2204105,10812
PI|FRANCINOPOLIS,2204006,10790
PI|SAO FELIX DO PIAUI,2209609,11916
PI|PRATA DO PIAUI,2208601,11711
PI|SAO MIGUEL DA BAIXA GRANDE,2210383,12661
PI|VARZEA GRANDE,2211407,12270
PI|ELESBAO VELOSO,2203503,10693
PI|BARRA D ALCANTARA,2201176,10600
PI|LAGOA DO SITIO,2205599,12220
PI|INHUMA,2204709,10936
PI|VALENCA DO PIAUI,2211308,12254
PI|AROAZES,2200905,10170
PI|NOVO ORIENTE DO PIAUI,2206902,11371
PI|PIMENTEIRAS,2208106,11614
PI|SANTA CRUZ DOS MILAGRES,2209153,10448
PI|SANTA FILOMENA,2209203,11835
PI|RIBEIRO GONCALVES,2208908,11770
PI|BAIXA GRANDE DO RIBEIRO,2201150,10049
PI|URUCUI,2211209,12238
PI|COLONIA DO GURGUEIA,2202752,10200
PI|PORTO ALEGRE DO PIAUI,2208551,12599
PI|LANDRI SALES,2205607,11118
PI|MARCOS PARENTE,2206001,11193
PI|SEBASTIAO LEAL,2210631,12068
PI|MANOEL EMIDIO,2205904,11177
PI|ANTONIO ALMEIDA,2200806,10154
PI|BERTOLINIA,2201705,10332
PI|ELISEU MARTINS,2203602,10715
PI|SAO MIGUEL DO FIDALGO,2210391,12700
PI|ITAUEIRA,2205102,11010
PI|GUADALUPE,2204501,10898
PI|SAO FRANCISCO DO PIAUI,2209708,11932
PI|SAO JOSE DO PEIXE,2210102,12017
PI|CANAVIEIRA,2202251,10162
PI|FLORIANO,2203909,10774
PI|JERUMENHA,2205300,11053
PI|NAZARE DO PIAUI,2206704,11339
PI|PAVUSSU,2207850,12289
PI|FLORES DO PIAUI,2203800,10758
PI|RIO GRANDE DO PIAUI,2209005,11797
PI|SAO GONCALO DO GURGUEIA,2209757,12610
PI|GILBUES,2204402,10871
PI|MONTE ALEGRE DO PIAUI,2206605,11312
PI|BARREIRAS DO PIAUI,2201309,10251
PI|BOM JESUS,2201903,10375
PI|SANTA LUZ,2209302,11851
PI|REDENCAO DO GURGUEIA,2208700,11738
PI|PALMEIRA DO PIAUI,2207405,11479
PI|CRISTINO CASTRO,2203107,10618
PI|ALVORADA DO GURGUEIA,2200459,12084
PI|CURRAIS,2203230,10766
PI|CARACOL,2202505,10499
PI|JUREMA,2205532,10847
PI|GUARIBAS,2204550,10804
PI|DOM INOCENCIO,2203453,10685
PI|DIRCEU ARCOVERDE,2203354,12297
PI|VARZEA BRANCA,2211357,10588
PI|SAO LOURENCO DO PIAUI,2210359,10561
PI|SAO BRAZ DO PIAUI,2209559,10502
PI|CORONEL JOSE DIAS,2202851,10243
PI|SAO RAIMUNDO NONATO,2210607,12114
PI|BONFIM DO PIAUI,2201929,10081
PI|FARTURA DO PIAUI,2203750,10260
PI|ANISIO DE ABREU,2200707,10138
PI|BREJO DO PIAUI,2201988,10642
PI|PAJEU DO PIAUI,2207355,12262
PI|CANTO DO BURITI,2202307,10456
PI|TAMBORIL DO PIAUI,2210953,12530
PI|JULIO BORGES,2205524,12203
PI|CORRENTE,2202901,10570
PI|SEBASTIAO BARROS,2210623,12041
PI|RIACHO FRIO,2208858,12300
PI|CRISTALANDIA DO PIAUI,2203008,10596
PI|CURIMATA,2203206,10634
PI|MORRO CABECA NO TEMPO,2206654,10880
PI|PARNAGUA,2207603,11517
PI|AVELINO LOPES,2201101,10219
PI|IPIRANGA DO PIAUI,2204808,10952
PI|SAO JOAO DA CANABRAVA,2209856,11088
PI|DOM EXPEDITO LOPES,2203404,10677
PI|SANTANA DO PIAUI,2209351,10480
PI|SAO LUIS DO PIAUI,2210375,12629
PI|SANTA CRUZ DO PIAUI,2209104,11819
PI|GEMINIANO,2204352,10782
PI|PICOS,2208007,11592
PI|AROEIRAS DO ITAIM,2200954,12734
PI|BOCAINA,2201804,10359
PI|SUSSUAPARA,2210938,12513
PI|WALL FERRAZ,2211704,12564
PI|SAO JOSE DO PIAUI,2210201,12033
PI|PAQUETA,2207553,10944
PI|TANQUE DO PIAUI,2210979,12521
PI|COLONIA DO PIAUI,2202778,10227
PI|CAJAZEIRAS DO PIAUI,2202075,12343
PI|OEIRAS,2207009,11398
PI|SANTA ROSA DO PIAUI,2209377,10464
PI|SAO JOAO DA VARJOTA,2209955,12025
PI|SAO JULIAO,2210300,12050
PI|MONSENHOR HIPOLITO,2206506,11290
PI|FRANCISCO SANTOS,2204204,10839
PI|ALAGOINHA DO PIAUI,2200251,12319
PI|PIO IX,2208205,11630
PI|SANTO ANTONIO DE LISBOA,2209401,11878
PI|ALEGRETE DO PIAUI,2200277,10022
PI|CALDEIRAO GRANDE DO PIAUI,2202091,10146
PI|CAMPO GRANDE DO PIAUI,2202133,10723
PI|JAICOS,2205201,11037
PI|FRONTEIRAS,2204303,10855
PI|PADRE MARCOS,2207207,11436
PI|MASSAPE DO PIAUI,2206050,12467
PI|ISAIAS COELHO,2204907,10979
PI|ITAINOPOLIS,2205003,10995
PI|VERA MENDES,2211506,12556
PI|VILA NOVA DO PIAUI,2211605,12548
PI|FRANCISCO MACEDO,2204154,12378
PI|MARCOLANDIA,2205953,10367
PI|BELEM DO PIAUI,2201572,12335
PI|PAULISTANA,2207801,11550
PI|CARIDADE DO PIAUI,2202554,12165
PI|PATOS DO PIAUI,2207777,10383
PI|QUEIMADA NOVA,2208650,10421
PI|JACOBINA DO PIAUI,2205151,10286
PI|ACAUA,2200053,12327
PI|BETANIA DO PIAUI,2201739,12122
PI|SIMOES,2210706,12130
PI|CURRAL NOVO DO PIAUI,2203271,12181
PI|SANTO INACIO DO PIAUI,2209500,11894
PI|FLORESTA DO PIAUI,2203859,12637
PI|PAES LANDIM,2207306,11452
PI|SOCORRO DO PIAUI,2210904,12173
PI|SIMPLICIO MENDES,2210805,12157
PI|CONCEICAO DO CANINDE,2202802,10553
PI|CAMPINAS DO PIAUI,2202109,10413
PI|SAO FRANCISCO DE ASSIS DO PIAUI,2209658,12505
PI|BELA VISTA DO PIAUI,2201556,10626
PI|LAGOA DO BARRO DO PIAUI,2205565,10340
PI|SAO JOAO DO PIAUI,2210003,11991
PI|NOVA SANTA RITA,2207959,10960
PI|CAMPO ALEGRE DO FIDALGO,2202117,12351
PI|JOAO COSTA,2205359,12386
PI|PEDRO LAURENTINO,2207934,12491
PI|RIBEIRA DO PIAUI,2208874,12602
PI|CAPITAO GERVASIO OLIVEIRA,2202455,10707
CE|MORRINHOS,2308906,14796
CE|MARTINOPOLE,2307908,14591
CE|JIJOCA DE JERICOACOARA,2307254,13005
CE|ITAREMA,2306553,15954
CE|BELA CRUZ,2302305,13455
CE|ACARAU,2300200,13030
CE|MARCO,2307809,14575
CE|CRUZ,2304251,15890
CE|CHAVAL,2303907,13773
CE|GRANJA,2304707,13951
CE|BARROQUINHA,2302057,13404
CE|CAMOCIM,2302602,13510
CE|IBIAPINA,2305308,14079
CE|CARNAUBAL,2303402,13676
CE|UBAJARA,2313609,15733
CE|VICOSA DO CEARA,2314102,15830
CE|TIANGUA,2313401,15695
CE|SAO BENEDITO,2312304,15474
CE|GUARACIABA DO NORTE,2305001,14010
CE|CROATA,2304236,15881
CE|URUOCA,2313906,15792
CE|FRECHEIRINHA,2304509,13919
CE|COREAU,2304004,13811
CE|MORAUJO,2308807,14770
CE|MERUOCA,2308203,14656
CE|ALCANTARAS,2300507,13099
CE|MIRAIMA,2308377,14680
CE|IRAUCUBA,2306108,14230
CE|GRACA,2304657,13064
CE|SENADOR SA,2312809,15571
CE|MASSAPE,2308005,14613
CE|SANTANA DO ACARAU,2312007,15415
CE|SOBRAL,2312908,15598
CE|PACUJA,2309904,14990
CE|CARIRE,2303105,13617
CE|GROAIRAS,2304905,13994
CE|FORQUILHA,2304350,15911
CE|MUCAMBO,2309003,14818
CE|PORANGA,2311009,15210
CE|RERIUTABA,2311702,15350
CE|VARJOTA,2313955,98574
CE|IPUEIRAS,2305902,14192
CE|PIRES FERREIRA,2310951,13048
CE|IPU,2305803,14176
CE|SANTA QUITERIA,2312205,15458
CE|CATUNDA,2303659,13447
CE|HIDROLANDIA,2305209,14052
CE|ITAPIPOCA,2306405,14290
CE|TRAIRI,2313500,15717
CE|AMONTADA,2300754,15873
CE|PARAIPABA,2310258,15997
CE|PARACURU,2310209,15059
CE|SAO GONCALO DO AMARANTE,2312403,15490
CE|TURURU,2313559,13080
CE|URUBURETAMA,2313807,15776
CE|UMIRIM,2313757,98558
CE|ITAPAGE,2306306,14273
CE|SAO LUIS DO CURU,2312601,15539
CE|PENTECOSTE,2310704,15156
CE|TEJUCUOCA,2313351,13323
CE|GENERAL SAMPAIO,2304608,13935
CE|APUIARES,2300903,13170
CE|PARAMOTI,2310407,15091
CE|CARIDADE,2303006,13595
CE|ITATIRA,2306603,14338
CE|CANINDE,2302800,13552
CE|PALMACIA,2310100,15032
CE|ITAPIUNA,2306504,14311
CE|MULUNGU,2309102,14834
CE|ACARAPE,2300150,13145
CE|PACOTI,2309805,14974
CE|ARATUBA,2301406,13277
CE|REDENCAO,2311603,15334
CE|CAPISTRANO,2302909,13579
CE|ARACOIABA,2301208,13234
CE|GUARAMIRANGA,2305100,14036
CE|BATURITE,2302107,13412
CE|CHOROZINHO,2303956,13161
CE|OCARA,2309458,13307
CE|BARREIRA,2301950,13129
CE|PINDORETAMA,2310852,13285
CE|BEBERIBE,2302206,13439
CE|CASCAVEL,2303501,13692
CE|CAUCAIA,2303709,13730
CE|ITAITINGA,2306256,13480
CE|PACATUBA,2309706,14958
CE|FORTALEZA,2304400,13897
CE|MARACANAU,2307650,15857
CE|MARANGUAPE,2307700,14559
CE|GUAIUBA,2304954,13242
CE|AQUIRAZ,2301000,13196
CE|EUSEBIO,2304285,13226
CE|PACAJUS,2309607,14931
CE|HORIZONTE,2305233,13188
CE|TAMBORIL,2313203,15652
CE|NOVA RUSSAS,2309300,14877
CE|MONSENHOR TABOSA,2308609,14737
CE|NOVO ORIENTE,2309409,14893
CE|CRATEUS,2304103,13838
CE|IPAPORANGA,2305654,13340
CE|QUITERIANOPOLIS,2311264,13102
CE|ARARENDA,2301257,13420
CE|INDEPENDENCIA,2305605,14133
CE|BOA VIAGEM,2302404,13471
CE|MADALENA,2307635,13021
CE|CHORO,2303931,13463
CE|BANABUIU,2301851,13382
CE|QUIXERAMOBIM,2311405,15296
CE|QUIXADA,2311306,15270
CE|IBARETAMA,2305266,14060
CE|SABOEIRO,2311900,15393
CE|CATARINA,2303600,13714
CE|AIUABA,2300408,13072
CE|ARNEIROZ,2301505,13293
CE|PARAMBU,2310308,15075
CE|TAUA,2313302,15679
CE|MILHA,2308351,15970
CE|PEDRA BRANCA,2310506,15113
CE|SOLONOPOLE,2313005,15610
CE|SENADOR POMPEU,2312700,15555
CE|DEPUTADO IRAPUAN PINHEIRO,2304269,15989
CE|MOMBACA,2308500,14710
CE|PIQUET CARNEIRO,2310902,15199
CE|ACOPIARA,2300309,13056
CE|ICAPUI,2305357,15938
CE|FORTIM,2304459,13501
CE|ARACATI,2301109,13218
CE|ITAICABA,2306207,14257
CE|IBICUITINGA,2305332,15920
CE|ALTO SANTO,2300705,13137
CE|SAO JOAO DO JAGUARIBE,2312502,15512
CE|RUSSAS,2311801,15377
CE|TABULEIRO DO NORTE,2313104,15636
CE|QUIXERE,2311504,15318
CE|PALHANO,2310001,15016
CE|LIMOEIRO DO NORTE,2307601,14532
CE|MORADA NOVA,2308708,14753
CE|JAGUARUANA,2307007,14419
CE|JAGUARIBARA,2306801,14370
CE|JAGUARETAMA,2306702,14354
CE|JAGUARIBE,2306900,14397
CE|POTIRETAMA,2311231,13269
CE|IRACEMA,2306009,14214
CE|PEREIRO,2310803,15172
CE|ERERE,2304277,13200
CE|QUIXELO,2311355,98531
CE|CEDRO,2303808,13757
CE|IGUATU,2305506,14117
CE|OROS,2309508,14915
CE|ICO,2305407,14095
CE|CARIUS,2303303,13650
CE|JUCAS,2307403,14494
CE|TARRAFAS,2313252,13366
CE|ANTONINA DO NORTE,2300804,13153
CE|VARZEA ALEGRE,2314003,15814
CE|IPAUMIRIM,2305704,14150
CE|BAIXIO,2301802,13358
CE|UMARI,2313708,15750
CE|LAVRAS DA MANGABEIRA,2307502,14516
CE|SALITRE,2311959,15440
CE|POTENGI,2311207,15253
CE|CAMPOS SALES,2302701,13536
CE|ASSARE,2301604,13315
CE|ARARIPE,2301307,13250
CE|GRANJEIRO,2304806,13978
CE|FARIAS BRITO,2304301,13870
CE|ALTANEIRA,2300606,13110
CE|CARIRIACU,2303204,13633
CE|AURORA,2301703,13331
CE|BARRO,2302008,13390
CE|MAURITI,2308104,14630
CE|SANTANA DO CARIRI,2312106,15431
CE|MISSAO VELHA,2308401,14699
CE|JARDIM,2307106,14435
CE|CRATO,2304202,13854
CE|JUAZEIRO DO NORTE,2307304,14478
CE|BARBALHA,2301901,13374
CE|NOVA OLINDA,2309201,14850
CE|PORTEIRAS,2311108,15237
CE|MILAGRES,2308302,14672
CE|JATI,2307205,14451
CE|PENAFORTE,2310605,15130
CE|BREJO SANTO,2302503,13498
CE|ABAIARA,2300101,13013
RN|SERRA DO MEL,2413359,16020
RN|GROSSOS,2404408,16853
RN|MOSSORO,2408003,17590
RN|AREIA BRANCA,2401107,16217
RN|BARAUNA,2401453,30031
RN|TIBAU,2411056,16225
RN|GOVERNADOR DIX SEPT ROSADO,2404309,16837
RN|APODI,2401008,16195
RN|CARAUBAS,2402303,16454
RN|FELIPE GUERRA,2403707,16730
RN|JANDUIS,2405207,17019
RN|UPANEMA,2414605,18899
RN|CAMPO GRANDE,2401305,16250
RN|MESSIAS TARGINO,2407609,17213
RN|PARAU,2408706,17736
RN|TRIUNFO POTIGUAR,2414456,16128
RN|JUCURUTU,2406106,17191
RN|ACU,2400208,16039
RN|ITAJA,2404853,16080
RN|CARNAUBAIS,2402501,16497
RN|ALTO DO RODRIGUES,2400703,16136
RN|PENDENCIAS,2409902,17973
RN|PORTO DO MANGUE,2410256,16284
RN|SAO RAFAEL,2412807,18538
RN|IPANGUACU,2404705,16918
RN|AGUA NOVA,2400406,16071
RN|DOUTOR SEVERIANO,2403202,16632
RN|RIACHO DE SANTANA,2410801,18139
RN|SAO MIGUEL,2412500,18473
RN|MAJOR SALES,2407252,16160
RN|LUIS GOMES,2407005,17396
RN|ENCANTO,2403301,16659
RN|CORONEL JOAO PESSOA,2402907,16578
RN|VENHA VER,2414753,16187
RN|SEVERIANO MELO,2413607,18694
RN|RODOLFO FERNANDES,2411007,18171
RN|ITAU,2404903,16950
RN|PAU DOS FERROS,2409407,17876
RN|ALEXANDRIA,2400505,16098
RN|SAO FRANCISCO DO OESTE,2411908,18210
RN|JOSE DA PENHA,2406007,17175
RN|PARANA,2408607,17710
RN|TENENTE ANANIAS,2414100,18791
RN|TABOLEIRO GRANDE,2413805,18732
RN|RAFAEL FERNANDES,2410504,18090
RN|MARCELINO VIEIRA,2407302,17450
RN|FRANCISCO DANTAS,2403905,16772
RN|VICOSA,2414902,18970
RN|PILOES,2410009,17990
RN|PORTALEGRE,2410207,18031
RN|RIACHO DA CRUZ,2410702,18112
RN|ANTONIO MARTINS,2400901,16179
RN|FRUTUOSO GOMES,2404002,17515
RN|UMARIZAL,2414506,18872
RN|ALMINO AFONSO,2400604,16110
RN|OLHO D AGUA DO BORGES,2408409,17671
RN|RAFAEL GODEIRO,2410603,18937
RN|PATU,2409308,17850
RN|JOAO DIAS,2405900,17159
RN|LUCRECIA,2406908,17370
RN|MARTINS,2407401,17477
RN|SERRINHA DOS PINTOS,2413557,16209
RN|CAICARA DO NORTE,2401859,16047
RN|GALINHOS,2404101,16799
RN|SAO BENTO DO NORTE,2411601,18317
RN|MACAU,2407203,17434
RN|GUAMARE,2404507,16870
RN|PEDRO AVELINO,2409704,17930
RN|JARDIM DE ANGICOS,2405504,17078
RN|PEDRA PRETA,2409605,17914
RN|CAICARA DO RIO DO VENTO,2401909,16373
RN|AFONSO BEZERRA,2400307,16055
RN|ANGICOS,2400802,16152
RN|FERNANDO PEDROZA,2403756,16144
RN|LAJES,2406700,17337
RN|LAGOA NOVA,2406502,17299
RN|SAO VICENTE,2413003,18570
RN|TENENTE LAURENTINO CRUZ,2414159,16004
RN|CERRO CORA,2402709,16535
RN|BODO,2401651,16101
RN|FLORANIA,2403806,16756
RN|SANTANA DO MATOS,2411403,18279
RN|CAICO,2402006,16390
RN|JARDIM DE PIRANHAS,2405603,17094
RN|SAO JOAO DO SABUGI,2412104,18392
RN|IPUEIRA,2404804,16934
RN|SERRA NEGRA DO NORTE,2413409,18651
RN|SAO FERNANDO,2411809,18350
RN|TIMBAUBA DOS BATISTAS,2414308,18830
RN|SANTANA DO SERIDO,2411429,18252
RN|SAO JOSE DO SERIDO,2412401,18457
RN|PARELHAS,2408904,17779
RN|OURO BRANCO,2408508,17698
RN|CRUZETA,2403004,16594
RN|EQUADOR,2403400,16675
RN|JARDIM DO SERIDO,2405702,17116
RN|CARNAUBA DOS DANTAS,2402402,16470
RN|CURRAIS NOVOS,2403103,16616
RN|ACARI,2400109,16012
RN|POCO BRANCO,2410108,18015
RN|BENTO FERNANDES,2401602,16314
RN|JANDAIRA,2405108,16993
RN|PARAZINHO,2408805,17752
RN|JOAO CAMARA,2405801,17132
RN|SAO JOSE DO CAMPESTRE,2412302,18430
RN|MONTE DAS GAMELEIRAS,2407906,17574
RN|SERRA DE SAO BENTO,2413300,18635
RN|CORONEL EZEQUIEL,2402808,16551
RN|JAPI,2405405,17051
RN|SAO BENTO DO TRAIRI,2411700,18333
RN|JACANA,2405009,16977
RN|TANGARA,2414001,18775
RN|CAMPO REDONDO,2402105,16411
RN|SITIO NOVO,2413706,18716
RN|SANTA CRUZ,2411205,18236
RN|LAJES PINTADAS,2406809,17353
RN|BARCELONA,2401503,16292
RN|SAO TOME,2412906,18554
RN|LAGOA DE VELHOS,2406403,17272
RN|RUY BARBOSA,2411106,18198
RN|VERA CRUZ,2414803,18953
RN|MONTE ALEGRE,2407807,17558
RN|IELMO MARINHO,2404606,16896
RN|LAGOA SALGADA,2406601,17310
RN|BREJINHO,2401800,16357
RN|JUNDIA,2406155,16306
RN|BOM JESUS,2401701,16330
RN|PASSAGEM,2409209,17833
RN|PASSA E FICA,2409100,17817
RN|SERRA CAIADA,2410306,18058
RN|LAGOA DE PEDRAS,2406304,17256
RN|LAGOA D ANTA,2406205,17230
RN|SANTO ANTONIO,2411502,18295
RN|BOA SAUDE,2405306,17035
RN|NOVA CRUZ,2408300,17655
RN|SERRINHA,2413508,18678
RN|VARZEA,2414704,18910
RN|SENADOR ELOI DE SOUZA,2413102,18597
RN|RIACHUELO,2410900,18155
RN|SAO PEDRO,2412708,18511
RN|SANTA MARIA,2409332,16241
RN|SAO PAULO DO POTENGI,2412609,18490
RN|PUREZA,2410405,18074
RN|TAIPU,2413904,18759
RN|SAO MIGUEL DO GOSTOSO,2412559,16063
RN|TOUROS,2414407,18856
RN|MAXARANGUAPE,2407500,17493
RN|RIO DO FOGO,2408953,16268
RN|PEDRA GRANDE,2409506,17892
RN|NISIA FLORESTA,2408201,17639
RN|CEARA MIRIM,2402600,16519
RN|SAO GONCALO DO AMARANTE,2412005,18376
RN|MACAIBA,2407104,17418
RN|SAO JOSE DE MIPIBU,2412203,18414
RN|PARNAMIRIM,2403251,17795
RN|EXTREMOZ,2403608,16713
RN|NATAL,2408102,17612
RN|SENADOR GEORGINO AVELINO,2413201,18619
RN|PEDRO VELHO,2409803,17957
RN|BAIA FORMOSA,2401404,16276
RN|TIBAU DO SUL,2414209,18813
RN|VILA FLOR,2415008,18996
RN|ESPIRITO SANTO,2403509,16691
RN|ARES,2401206,16233
RN|GOIANINHA,2404200,16810
RN|MONTANHAS,2407708,17531
RN|CANGUARETAMA,2402204,16438
PB|CATOLE DO ROCHA,2504306,19879
PB|MATO GROSSO,2509370,19488
PB|RIACHO DOS CAVALOS,2512804,21571
PB|JERICO,2507408,20494
PB|BREJO DOS SANTOS,2502904,19593
PB|BELEM DO BREJO DO CRUZ,2502003,19410
PB|SAO BENTO,2513901,21792
PB|SAO JOSE DO BREJO DO CRUZ,2514651,19542
PB|BOM SUCESSO,2502300,19470
PB|BREJO DO CRUZ,2502805,19577
PB|LAGOA,2508109,20630
PB|JOCA CLAUDINO,2513653,19666
PB|BERNARDINO BATISTA,2502052,19500
PB|UIRAUNA,2516904,22390
PB|POCO DANTAS,2512036,19640
PB|POCO DE JOSE DE MOURA,2512077,19526
PB|SAO JOAO DO RIO DO PEIXE,2500700,19135
PB|CAJAZEIRAS,2503704,19755
PB|SAO JOSE DE PIRANHAS,2514503,21911
PB|CACHOEIRA DOS INDIOS,2503308,19674
PB|TRIUNFO,2516805,22373
PB|CARRAPATEIRA,2504108,19836
PB|BONITO DE SANTA FE,2502409,19496
PB|MONTE HOREBE,2509602,20931
PB|BOM JESUS,2502201,19453
PB|SANTA HELENA,2513307,21679
PB|VISTA SERRANA,2505501,20117
PB|MALTA,2508802,20770
PB|POMBAL,2512101,21431
PB|SAO BENTINHO,2513927,19402
PB|CONDADO,2504504,19917
PB|CAJAZEIRINHAS,2503753,19380
PB|PAULISTA,2510907,21199
PB|SAO DOMINGOS,2513968,19429
PB|SAO JOSE DA LAGOA TAPADA,2514206,21857
PB|SAO FRANCISCO,2513984,19860
PB|SOUSA,2516201,22250
PB|APARECIDA,2500775,19844
PB|NAZAREZINHO,2510006,21016
PB|MARIZOPOLIS,2509156,19461
PB|VIEIROPOLIS,2517209,19887
PB|LASTRO,2508406,20699
PB|SANTA CRUZ,2513208,21652
PB|SAO JOSE DO BONFIM,2514602,21938
PB|CACIMBA DE AREIA,2503407,19690
PB|PASSAGEM,2510709,21156
PB|SAO JOSE DE ESPINHARAS,2514404,21890
PB|AREIA DE BARAUNAS,2501153,19909
PB|MAE D AGUA,2508703,20753
PB|SANTA TERESINHA,2513802,21776
PB|QUIXABA,2512606,21539
PB|PATOS,2510808,21172
PB|EMAS,2505907,20192
PB|OLHO D AGUA,2510402,21091
PB|CATINGUEIRA,2504207,19852
PB|COREMAS,2504801,19976
PB|NOVA OLINDA,2510204,21059
PB|PIANCO,2511301,21270
PB|IGARACY,2502607,19534
PB|AGUIAR,2500205,19038
PB|SANTANA DOS GARROTES,2513604,21733
PB|ITAPORANGA,2507002,20419
PB|SANTA INES,2513356,19569
PB|IBIARA,2506608,20338
PB|SAO JOSE DE CAIANA,2514305,21873
PB|DIAMANTE,2505600,20133
PB|PEDRA BRANCA,2511004,21210
PB|SANTANA DE MANGUEIRA,2513505,21717
PB|CONCEICAO,2504405,19895
PB|BOA VENTURA,2502102,19437
PB|CURRAL VELHO,2505303,20079
PB|SERRA GRANDE,2515708,22152
PB|IMACULADA,2506707,20354
PB|MATUREIA,2509396,19984
PB|AGUA BRANCA,2500106,19011
PB|DESTERRO,2505402,20095
PB|TEIXEIRA,2516706,22357
PB|CACIMBAS,2503555,19364
PB|PRINCESA ISABEL,2512309,21474
PB|SAO JOSE DE PRINCESA,2514552,19445
PB|MANAIRA,2509008,20818
PB|TAVARES,2516607,22330
PB|JURU,2508000,20613
PB|JUNCO DO SERIDO,2507804,20575
PB|VARZEA,2517100,22438
PB|SALGADINHO,2513000,21610
PB|SANTA LUZIA,2513406,21695
PB|SAO JOSE DO SABUGI,2514701,21954
PB|SAO MAMEDE,2514909,21997
PB|CUBATI,2505006,20010
PB|SAO VICENTE DO SERIDO,2515401,22098
PB|TENORIO,2516755,19682
PB|JUAZEIRINHO,2507705,20559
PB|FREI MARTINHO,2506202,20257
PB|PEDRA LAVRADA,2511103,21237
PB|PICUI,2511400,21296
PB|NOVA PALMEIRA,2510303,21075
PB|BARAUNA,2501534,19305
PB|ASSUNCAO,2501351,19321
PB|TAPEROA,2516508,22314
PB|PRATA,2512200,21458
PB|SAO JOAO DO TIGRE,2514107,21830
PB|OURO VELHO,2510600,21130
PB|ZABELE,2517407,19348
PB|CAMALAU,2503902,19798
PB|MONTEIRO,2509701,20958
PB|SAO SEBASTIAO DO UMBUZEIRO,2515203,22055
PB|PARARI,2510659,19720
PB|AMPARO,2500734,19585
PB|LIVRAMENTO,2508505,20710
PB|COXIXOLA,2504850,19704
PB|SUME,2516300,22276
PB|SAO JOSE DOS CORDEIROS,2514800,21970
